,airline_sentiment,text,processed_text,label,label_doc2vec
9894,negative,@USAirways that you would let us just switch to a different set of flights so we could spend time with the family after he passes away...,usairways that you would let u just switch to a different set of flight so we could spend time with the family after he pass away,-1,0
5369,negative,@SouthwestAir - been on hold forever. My first flight was Cancelled Flightled but my 2nd flight is still on time - HELP!,southwestair be on hold forever my first flight be cancel flightled but my nd flight be still on time help,-1,0
13769,neutral,@AmericanAir I'm going to speak with customer service at the airport tomorrow morning and see what my options are. I need a flight tomorrow,americanair im go to speak with customer service at the airport tomorrow morning and see what my option be i need a flight tomorrow,0,1
3390,neutral,"@united no, I have a pricey Chase Mileage Plus CC.",united no i have a pricey chase mileage plus cc,0,1
2340,neutral,@united !!!!! YAAYY!!! YAY PROM!!!! http://t.co/DXicoyioxF,united yaayy yay prom,0,1
5383,negative,@SouthwestAir on hold for over an hour twice?  Terrible.,southwestair on hold for over an hour twice terrible,-1,0
7798,negative,@JetBlue I've been in pricing for 8 years to know that 70 bucks a seat is criminal. 20-30 I understand. #pricing #flying #jetblue #pricewise,jetblue ive be in price for year to know that buck a seat be criminal i understand price fly jetblue pricewise,-1,0
339,neutral,@VirginAmerica is my new go to airline,virginamerica be my new go to airline,0,1
9889,positive,@USAirways provided the best service for me today! Thank you so much :),usairways provide the best service for me today thank you so much,1,2
8936,neutral,"@JetBlue Ok great thanks! I had a great flight, FYI. I'm excited to fly again. I just was frustrated I was not able to check in.",jetblue ok great thanks i have a great flight fyi im excite to fly again i just be frustrate i be not able to check in,0,1
3416,negative,@united Can i get a refund? I would like to book on a better airline.,united can i get a refund i would like to book on a good airline,-1,0
7174,negative,@JetBlue Sure did go south after breakfast though! Delayed three hours. :( :( :(,jetblue sure do go south after breakfast though delayed three hour,-1,0
9320,negative,@USAirways And you took away my 1st class seat.  Love being a Chairman Preferred and assigned row 24 seat B middle seat,usairways and you take away my st class seat love be a chairman preferred and assigned row seat b middle seat,-1,0
13187,negative,"@AmericanAir Oh,i already have turned  itover to them, but apparently losing someones bag on their honeymoon doesn't require accountability",americanair ohi already have turn itover to them but apparently losing someone bag on their honeymoon doesnt require accountability,-1,0
3331,negative,@united so the 4-6hrs that you told me was what? A guess?? They've apparently had the bag 20hrs now and no call.,unite so the hr that you tell me be what a guess theyve apparently have the bag hr now and no call,-1,0
3727,negative,"@united yes, supposed to be here by 6PM. I have a Board Meeting tomorrow. Fingers crossed.",united yes suppose to be here by pm i have a board meeting tomorrow finger cross,-1,0
5869,positive,"@SouthwestAir I'm excited too, but perhaps you could scale your excitement back by a few weeks...",southwestair im excite too but perhaps you could scale your excitement back by a few week,1,2
6819,neutral,@JetBlue I was returning from @FoodNetwork #SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!,jetblue i be return from foodnetwork sobewff so i have limit carry on space in my tummy next flight ill try that snack,0,1
14588,neutral,"@AmericanAir if business class if full but 1st class empty, do you guys upgrade EXP members to 1st?",americanair if business class if full but st class empty do you guy upgrade exp member to st,0,1
13258,negative,"@AmericanAir the customer service today is unsat, Flight cnx, not notified, called for 6 hours and the phone line does not even let me hold",americanair the customer service today be unsat flight cnx not notify call for hour and the phone line do not even let me hold,-1,0
10137,negative,@USAirways you can't control the weather but you can control customer service. Without luggage for 24 hours &amp; still yet to speak to a human.,usairways you cant control the weather but you can control customer service without luggage for hour amp still yet to speak to a human,-1,0
6943,neutral,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/vO3eQsEPqH,jetblue rt wmcactionnews new airline expect to make it way to mem,0,1
3581,negative,"@united lost my parents luggage to cancun, said it would be delivered to hotel by 7PM, it is now almost 11PM",united lose my parent luggage to cancun say it would be deliver to hotel by pm it be now almost pm,-1,0
10788,negative,@USAirways look @Delta has made the right call on CHO. Please evaluate. http://t.co/3KhGjoFgpX,usairways look delta have make the right call on cho please evaluate,-1,0
8491,negative,@JetBlue third JetBlue flight in less than a week. All Late Flight not for weather.  Reliability going downhill.,jetblue third jetblue flight in less than a week all late flight not for weather reliability go downhill,-1,0
3821,negative,"@united what do you think missing meetings is worth?  A flight voucher?  I fly all the time, so what would make it right?",united what do you think miss meeting be worth a flight voucher i fly all the time so what would make it right,-1,0
1914,negative,@united 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad,united min on hold try to book award flight because site error out agent ask for my pin to see platinum availability badbadbad,-1,0
7048,negative,STOP THIS “@JetBlue: Our fleet's on fleek. http://t.co/Ac6zwmuOOn”,stop this jetblue our fleet on fleek,-1,0
7020,neutral,NO“@JetBlue: Our fleet's on fleek. http://t.co/UgFCKErmrW”,no jetblue our fleet on fleek,0,1
2728,negative,@united - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!,united epicfail from a former gate agent in pia he walk away and quit luckily a responsible pia agent save the day,-1,0
13049,negative,"@AmericanAir but don't you worry... @Delta took good care of me... Your loss, their gain.",americanair but dont you worry delta take good care of me your loss their gain,-1,0
1573,negative,@united missing a day of vacation to see my husband because of this delay but stuff happens and I get that. Just wish it was handled better,united miss a day of vacation to see my husband because of this delay but stuff happens and i get that just wish it be handle well,-1,0
2902,negative,@united I'm familiar with the procedure. It wouldn't be the first time #UnitedAirlines lost one of my bags. #unhappytraveler,united im familiar with the procedure it wouldnt be the first time unitedairlines lose one of my bag unhappytraveler,-1,0
13811,negative,@AmericanAir why don't you take care of @Cowboycerrone flight screw ups,americanair why dont you take care of cowboycerrone flight screw ups,-1,0
4937,negative,@SouthwestAir your wifi is angering me with its slowness,southwestair your wifi be anger me with it slowness,-1,0
2415,positive,@united They finally gave in a let him on. After they threatened to send him back to Vegas on coach. Thnx.,united they finally give in a let him on after they threaten to send him back to vegas on coach thnx,1,2
5202,negative,@SouthwestAir you Cancelled Flightled my flight to EWR. Flt 3076. U also Cancelled Flightled flights to LGA. Yet @united is flying on time to both. WTH??,southwestair you cancel flightled my flight to ewr flt u also cancel flightled flight to lga yet unite be fly on time to both wth,-1,0
1925,negative,@united Delayed more and more these days. MCO &gt; IAD. Fingers crossed I make my connection home to Albany. #united1K,united delay more and more these day mco gt iad finger cross i make my connection home to albany unitedk,-1,0
7750,negative,"@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail",jetblue lipstick on a pig still a pig ur new baggage claim sju be a disaster no chair mins wait for baggage fail,-1,0
2388,negative,@united thank you for your reply.  My frustration is that spending a upgrade just puts you on a wait  list.,united thank you for your reply my frustration be that spend a upgrade just put you on a wait list,-1,0
99,negative,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.,virginamerica be anyone do anything there today website be useless and no one be answer the phone,-1,0
7322,negative,@JetBlue I've heard your new in flight tap to pay readers accept ONLY Apple Pay. I thought that was impossible &amp; certainly not EMV compliant,jetblue ive heard your new in flight tap to pay reader accept only apple pay i think that be impossible amp certainly not emv compliant,-1,0
13198,negative,"@AmericanAir Well if you won't let me handle my reservation/change online, &amp; your Reservation call # hangs up on me wtf do I do?? Bullshit.",americanair well if you wont let me handle my reservationchange online amp your reservation call hang up on me wtf do i do bullshit,-1,0
10243,negative,@Sb5551 Sounds like  @USAirways should have planned better since this weather was no surprise. Completely unacceptable wait times!!!,sb sound like usairways should have plan good since this weather be no surprise completely unacceptable wait time,-1,0
9095,negative,@USAirways they have all of this at hotels. Still don't have my work folder or business casual clothes. #worst http://t.co/JIEYCat1Ek,usairways they have all of this at hotel still dont have my work folder or business casual clothes bad,-1,0
13087,negative,"@AmericanAir, ask your new colleagues @USAirways how they handled US 728 on 21 Feb. I expect to be made whole again. Check complaint inbox.",americanair ask your new colleague usairways how they handle u on feb i expect to be make whole again check complaint inbox,-1,0
9469,negative,@USAirways takes my money at once but then requires 7 to 10 days to process a refund? Why does your auto attendant hang up? #usairwaysfail,usairways take my money at once but then require to day to process a refund why do your auto attendant hang up usairwaysfail,-1,0
7628,negative,@JetBlue we need an ETA please,jetblue we need an eta please,-1,0
12708,negative,@AmericanAir Asked for a waiver of a change fee for flight booked w/in past 24 hrs. Rep was rude. Just told me no. Didn't even try to help!,americanair ask for a waiver of a change fee for flight book win past hr rep be rude just tell me no didnt even try to help,-1,0
14034,negative,"@AmericanAir - We have; they were useless. Baggage service called before 9 to tell us we would have bags by 3. Now, maybe midnight.",americanair we have they be useless baggage service call before to tell u we would have bag by now maybe midnight,-1,0
7646,negative,@JetBlue some woman stole my seat on the plane but I was the one that had to sit elsewhere. Is that standard protocol?,jetblue some woman steal my seat on the plane but i be the one that have to sit elsewhere be that standard protocol,-1,0
2092,negative,@united look at all the delta flights that landed while your pilots claimed they couldn't fly 6232 to JAC. http://t.co/6Kp4m0R1f7,united look at all the delta flight that land while your pilot claim they couldnt fly to jac,-1,0
331,positive,@VirginAmerica Thanks!,virginamerica thanks,1,2
12706,negative,@AmericanAir is there another line I can call when I am on hold for 5 hours? Also how can I get compensated for this loss of time and money?,americanair be there another line i can call when i be on hold for hour also how can i get compensate for this loss of time and money,-1,0
11217,negative,@USAirways I do to as I have an afternoon Conference in Las Vegas and I would rather plan ahead than run thru the airport and then attempt,usairways i do to a i have an afternoon conference in las vega and i would rather plan ahead than run thru the airport and then attempt,-1,0
11423,negative,@USAirways a $100 @Samsonite - totaled. Not happy. Not at all.,usairways a samsonite total not happy not at all,-1,0
10166,negative,@USAirways @nanceebing 4 hour hold times at the moment...and counting. #disgrace,usairways nanceebing hour hold time at the momentand count disgrace,-1,0
8886,negative,@JetBlue @KyleJudah new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should,jetblue kylejudah new stroller the travel credit doesnt help cover the cost of a new stroller your crew ruin it and therefore should,-1,0
12258,negative,@AmericanAir Waiting an hour now for a pilot AA3688. Is there a pilot in the house at DFW?,americanair wait an hour now for a pilot aa be there a pilot in the house at dfw,-1,0
5456,neutral,@SouthwestAir Do you still offer discounts on seats for children under 2? We would rather put him in a seat than in a lap!,southwestair do you still offer discount on seat for child under we would rather put him in a seat than in a lap,0,1
338,negative,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥,virginamerica apply for status match on feb get confirmation email same day still no news though you guy have drop ball late flightly,-1,0
13707,negative,"@AmericanAir Finally got a call from AA, but it was an automated voice that hung up on me! I called back &amp; it says it'll be 2 more hours.",americanair finally get a call from aa but it be an automated voice that hang up on me i call back amp it say itll be more hour,-1,0
9529,negative,@USAirways @acnewsguy can you give me a # for US Air in philly to talk to a real person? Acarl4@hotmail.com,usairways acnewsguy can you give me a for u air in philly to talk to a real person acarlhotmailcom,-1,0
10534,negative,"@USAirways had baggage lost last night, no call from us airways and no bags and nobody answering phone #badcustomersrvice #whereismybag",usairways have baggage lose last night no call from u airway and no bag and nobody answer phone badcustomersrvice whereismybag,-1,0
7167,neutral,@JetBlue ...really?,jetblue really,0,1
7976,negative,"@JetBlue looks like their inflatable car seats got left on the plane, so I guess they'll be back sometime!! #savethoseseats",jetblue look like their inflatable car seat get leave on the plane so i guess theyll be back sometime savethoseseats,-1,0
3079,negative,"@united 2.5 hour delay, misplaced bag, poor communication, and the worse: unsympathetic, confrontational gate agent. Not cool!!!",united hour delay misplace bag poor communication and the bad unsympathetic confrontational gate agent not cool,-1,0
11442,negative,@USAirways why would you board ppl on a plane b4 its their turn to de-ice? Why would you have ppl then wait through the hour long process?,usairways why would you board ppl on a plane b it their turn to deice why would you have ppl then wait through the hour long process,-1,0
9568,negative,@USAirways I will NEVER fly us airways or american again and I will share this nightmare of a story to all the many others we know who fly,usairways i will never fly u airway or american again and i will share this nightmare of a story to all the many others we know who fly,-1,0
3009,negative,@united Thanks for the reply. The box is not mine and I'm not missing one. It was added to my bag ....,united thanks for the reply the box be not mine and im not miss one it be add to my bag,-1,0
4066,negative,"@united my flight was at 1 pm. Still at the airport gee what service.  Do they care, nope.  Delayed until 7:55.",united my flight be at pm still at the airport gee what service do they care nope delay until,-1,0
10234,negative,@USAirways @jtrexsocial i fell asleep from a call i placed midght.. guess what still on hold 7 am,usairways jtrexsocial i fell asleep from a call i place midght guess what still on hold be,-1,0
4571,neutral,@SouthwestAir I have a few questions about flying with my Maltese puppy. Can you DM me?,southwestair i have a few question about fly with my maltese puppy can you dm me,0,1
671,negative,"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?",united im ground in montreal with ua i be miss my connection ua to st louis can you helpdo you have a private jet for me,-1,0
4250,neutral,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",united just play the most bizarre safety video ive ever see,0,1
4450,negative,"@SouthwestAir I have used you guys for most my travels, but this last experience I will never use southwest again! #worstcustomerservice",southwestair i have use you guy for most my travel but this last experience i will never use southwest again worstcustomerservice,-1,0
9256,neutral,@USAirways just now but no general announcement,usairways just now but no general announcement,0,1
9329,negative,@USAirways She was put on hold on that number for a loooooong time too.  No help. #lostandforgotten,usairways she be put on hold on that number for a loooooong time too no help lostandforgotten,-1,0
11575,negative,@USAirways disappointment? Making own arrangements for me &amp; my sleeping toddler with zero assistance from USAir is maddening.,usairways disappointment make own arrangement for me amp my sleep toddler with zero assistance from usair be madden,-1,0
12201,negative,@AmericanAir the flight is not going to make the connection to #MEX #AA2444,americanair the flight be not go to make the connection to mex aa,-1,0
3123,neutral,@united round trip*,united round trip,0,1
14315,negative,"@AmericanAir fair enough. But they could have at least told us. Once again it's the lack of communication. Delays happen, just tell me",americanair fair enough but they could have at least told u once again it the lack of communication delay happen just tell me,-1,0
12424,neutral,"@AmericanAir ""Thank you for contacting American. The email address you have written to is an unmonitored account”",americanair thank you for contact american the email address you have write to be an unmonitored account,0,1
14070,positive,@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA,americanair i end up on a flight to la my fourth time on standby thanks,1,2
7491,negative,@JetBlue I don't believe so. That's not what the team has told us.,jetblue i dont believe so thats not what the team have tell u,-1,0
9383,negative,@USAirways you guys Cancelled Flightled two of my flights yesterday and I checked the bag to Huntsville and it went missing in Philly.,usairways you guy cancel flightled two of my flight yesterday and i check the bag to huntsville and it go miss in philly,-1,0
13309,neutral,@AmericanAir could you guys follow me so I can dm yall please,americanair could you guy follow me so i can dm yall please,0,1
13082,negative,@AmericanAir FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!,americanair fyicall still get drop after an hour of continuous dial attempt to cancel flight online but not able to help,-1,0
7848,positive,@JetBlue thanks. I chatted with a nice fella about it and he gave me the lowdown.,jetblue thanks i chat with a nice fella about it and he give me the lowdown,1,2
11598,positive,@USAirways Shout out to the red-headed gate agent for flt 3389 from DCA to CHS at 7:10 tonight. Didn't get her name but she was great!,usairways shout out to the redheaded gate agent for flt from dca to chs at tonight didnt get her name but she be great,1,2
3475,negative,@united Please consider letting flyers with no overhead bin items board/deplane first (after first class). Make sense?,united please consider let flyer with no overhead bin item boarddeplane first after first class make sense,-1,0
11980,negative,"@AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice",americanair flight delay over hour on have no gf meal despite my early request attendant seat fell on my leg badservice,-1,0
5533,neutral,@SouthwestAir do you have special fares for students to visit prospective schools?  It's expensive to visit graduate programs.,southwestair do you have special fare for student to visit prospective school it expensive to visit graduate program,0,1
2745,positive,@united Gate Agent Alavera is amazing,united gate agent alavera be amaze,1,2
12218,negative,@AmericanAir why are @USAirways gold forced to pay for an upgrade? Open seats in 1st and not offered to Gold/Sapphire,americanair why be usairways gold force to pay for an upgrade open seat in st and not offer to goldsapphire,-1,0
6478,positive,"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!",southwestair really appreciate the follow up i always fly with yall for a reason,1,2
11637,negative,"@USAirways flights keep getting delayed and Cancelled Flighted with no information, worst customer service ever.",usairways flight keep get delayed and cancel flight with no information worst customer service ever,-1,0
1492,negative,@united Flight 2 is 2:30 hrs delayed so far b/c of Late Flight crew. Now we are literally waiting while they have dinner acc. to honest gate agent.,united flight be hrs delayed so far bc of late flight crew now we be literally wait while they have dinner acc to honest gate agent,-1,0
2771,positive,“@united: @BattierCCIpuppy Your puppy is so cute. We look forward to having both of you on board. Thanks for the high five. ^EY” 👏👏,united battierccipuppy your puppy be so cute we look forward to have both of you on board thanks for the high five ey,1,2
3218,positive,@united Leaving soon. Thanks!,united leave soon thanks,1,2
7162,positive,@JetBlue @BrandsSayingBae well here we go,jetblue brandssayingbae well here we go,1,2
1508,neutral,@united @baftz rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,united baftz rcvd promo if i book flight silver status would be extend it be not dont have flier that be send didnt think id need,0,1
11693,negative,@USAirways @AmericanAir Your staff members are looking at me like I have two heads. Check your own websites!!! http://t.co/8Hh0c63TIe,usairways americanair your staff member be look at me like i have two head check your own website,-1,0
7837,negative,"@JetBlue yes, We have de baggage claim, I'm so sad for the baggage and how They treat Us 😞 please we need That baggage",jetblue yes we have de baggage claim im so sad for the baggage and how they treat u please we need that baggage,-1,0
12535,negative,@AmericanAir *does = doesn't,americanair do doesnt,-1,0
5176,positive,@SouthwestAir Gate attendant at McCarran C16 (Vegas to Dallas) went above and beyond. After a long day of frustration it was welcome.,southwestair gate attendant at mccarran c vega to dallas go above and beyond after a long day of frustration it be welcome,1,2
14634,negative,@AmericanAir right on cue with the delays👌,americanair right on cue with the delay,-1,0
4006,neutral,@united This link in your tweet goes to someone's internal email -&gt; http://t.co/ZksX79itdN...... Probably one of your 3rd party IT contracts,united this link in your tweet go to someones internal email gt probably one of your rd party it contract,0,1
8968,neutral,@USAirways is a DM possible if you aren't following me?,usairways be a dm possible if you arent follow me,0,1
5870,neutral,@SouthwestAir @Imaginedragons please help me and my best friend get tickets to #DestinationDragons we have so much to thank them for....,southwestair imaginedragons please help me and my best friend get ticket to destinationdragons we have so much to thank them for,0,1
2742,negative,@united You can bump me up to Group 3 so I won't be forced to check my bag and wait 30+ minutes at LGA.,united you can bump me up to group so i wont be force to check my bag and wait minute at lga,-1,0
1872,negative,@united it's boarding time for ua3882 but no crewe,united it boarding time for ua but no crewe,-1,0
4727,negative,@SouthwestAir @LukeWyckoff: her name is Jane and she wanted was a call. 617-653-3040,southwestair lukewyckoff her name be jane and she want be a call,-1,0
1293,negative,@united funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool,united funny i pay to check my bag and now flight be beg folk to check bag for free hour before flight notcool,-1,0
10699,neutral,@USAirways I have corporate-paid travel in April. Is it possible to purchase an upgrade to first class now?,usairways i have corporatepaid travel in april be it possible to purchase an upgrade to first class now,0,1
1122,negative,@united you're the reason this whole travel experience has been a nightmare,united youre the reason this whole travel experience have be a nightmare,-1,0
71,neutral,@VirginAmerica I emailed your customer service team. Let me know if you need the tracking number.,virginamerica i email your customer service team let me know if you need the tracking number,0,1
10840,negative,@USAirways Saddens me that my first tweet - ever - has to be a complaint about customer service.,usairways sadden me that my first tweet ever have to be a complaint about customer service,-1,0
12024,positive,@AmericanAir @dfwairport you 2 together are the best part of flying!,americanair dfwairport you together be the best part of fly,1,2
10574,negative,@USAirways @SeanVRose Sean - keep in mind if you call...plan on being on hold for 3+ hours,usairways seanvrose sean keep in mind if you callplan on be on hold for hour,-1,0
9753,negative,"@USAirways how is it that the airport (DCA) and the airline mess up our flights, but also will not cover our hotel costs? At DCA for 5hrs...",usairways how be it that the airport dca and the airline mess up our flight but also will not cover our hotel cost at dca for hr,-1,0
2156,neutral,@united are there any upgrades avail to get us all on the same flight,unite be there any upgrade avail to get u all on the same flight,0,1
10673,negative,@USAirways @stephenrodrick Your team needs to build capacity,usairways stephenrodrick your team need to build capacity,-1,0
2410,negative,@united well if you don't want your customers to be frustrated compensate them appropriately when you screw up royally!! #fakesincerity,unite well if you dont want your customer to be frustrate compensate them appropriately when you screw up royally fakesincerity,-1,0
7780,positive,@JetBlue great flight http://t.co/E0R0NTO4TR,jetblue great flight,1,2
6386,negative,@SouthwestAir when you're on hold with southwest for over 2 hours and it automatically hangs up on you. #iusedtoloveu http://t.co/tEFHpuWMdJ,southwestair when youre on hold with southwest for over hour and it automatically hang up on you iusedtoloveu,-1,0
11564,negative,@USAirways great but that still does not help me..,usairways great but that still do not help me,-1,0
11820,neutral,@USAirways Im researching a flight &amp; noticed a small issue w/class of service between your site &amp; other sites. Could Reservations help me?,usairways im research a flight amp notice a small issue wclass of service between your site amp other site could reservations help me,0,1
9193,neutral,@USAirways thank u i wiil write after call  travel agency,usairways thank u i wiil write after call travel agency,0,1
2196,negative,@united it was eventually explained that weather conditions too extreme to get luggage off planes. Will be sent on. But I won't be for days!,united it be eventually explain that weather condition too extreme to get luggage off plane will be send on but i wont be for day,-1,0
7902,neutral,@JetBlue thanks anyways @SouthwestAir has my back! Awesome rate &amp; amazing customer service #nomoreaggravation,jetblue thanks anyways southwestair have my back awesome rate amp amaze customer service nomoreaggravation,0,1
2801,negative,@united I know where to check. My complaint is my ticket said dinner when I booked now it's changed to refreshments. Where's my refund?,united i know where to check my complaint be my ticket say dinner when i book now it change to refreshment wheres my refund,-1,0
3375,negative,@united we followed the baggage rules on your website and was still charges $150. But only going one way,unite we follow the baggage rule on your website and be still charge but only go one way,-1,0
983,negative,@united how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft? @unfriendly,united how can your app show arrive aircraft be early but depart flight be delay due to late flight arrive aircraft unfriendly,-1,0
12138,positive,@AmericanAir awesome. Thanks!,americanair awesome thanks,1,2
3399,negative,"@united of the airplane otherwise they would call the Police, because the flight had to take off before 12h30am",unite of the airplane otherwise they would call the police because the flight have to take off before ham,-1,0
4440,negative,"@SouthwestAir LA always has traffic, but this is INSANE. I can't be the only one with this issue on flight 1625",southwestair la always have traffic but this be insane i cant be the only one with this issue on flight,-1,0
3971,negative,@united 3 hour delay plus a jetway that won't move. This biz traveler is never flying u again!,united hour delay plus a jetway that wont move this biz traveler be never fly u again,-1,0
7789,neutral,@JetBlue Hey! Check it out!! It's snowing in Boston. Who could have predicted such a thing?! http://t.co/ufyxXkIsa3,jetblue hey check it out it snow in boston who could have predict such a thing,0,1
2383,negative,@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins,united you shouldnt page ohead that it best to call on hold min,-1,0
3347,negative,@united how does that help me with my customers that I couldn't meet with (and subsequently lost)?,united how do that help me with my customer that i couldnt meet with and subsequently lose,-1,0
1289,negative,@united hilarious,united hilarious,-1,0
6783,positive,@JetBlue I did see that! Working on picking up a trip or two as we type.,jetblue i do see that work on pick up a trip or two a we type,1,2
4781,negative,"@SouthwestAir thank you for Cancelled Flighting my flight, last minute of course, to #GIS2015. I'm now missing one full day of my trip thanks to this!",southwestair thank you for cancel flighting my flight last minute of course to gi im now miss one full day of my trip thanks to this,-1,0
13180,negative,@AmericanAir Don't require us to memorize a five-word phrase and remember it after we hear another six million options,americanair dont require u to memorize a fiveword phrase and remember it after we hear another six million option,-1,0
929,negative,@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing.,united or flysaa have lose my baggage heard different thing from different employee of united flysaa have say nothing,-1,0
6572,positive,@SouthwestAir - just talking to customer service @united makes me appreciate you even more!  They could learn so much from you!,southwestair just talk to customer service unite make me appreciate you even more they could learn so much from you,1,2
12433,neutral,"@AmericanAir Thank you for the info! Changes need to be made over the phone, correct? Is there any way an AA agent can call me directly?",americanair thank you for the info change need to be make over the phone correct be there any way an aa agent can call me directly,0,1
5143,negative,@SouthwestAir bags fly free..just not to where you're going.,southwestair bag fly freejust not to where youre go,-1,0
10888,negative,@USAirways Still on hold. 1 hour and 45 minutes and counting. Platinum? Who cares? Problems checking in? Who cares?,usairways still on hold hour and minute and count platinum who care problem check in who care,-1,0
90,neutral,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""",virginamerica you down with rnp yeah you know me,0,1
10733,negative,@USAirways still waiting #brokenpromises #notnice #neveragain #tellyourstory,usairways still wait brokenpromises notnice neveragain tellyourstory,-1,0
105,positive,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying",virginamerica amaze customer service again raeann in sf shes the best customerservice virginamerica fly,1,2
11359,negative,@USAirways  thanks! Now I just need to locate where my luggage is!,usairways thanks now i just need to locate where my luggage be,-1,0
7381,neutral,"@JetBlue I have someone driving me, it's best to get a wheelchair once I get inside?",jetblue i have someone drive me it best to get a wheelchair once i get inside,0,1
5746,positive,@SouthwestAir thanks for responding.,southwestair thanks for respond,1,2
6533,neutral,@SouthwestAir can u get me on flt #3768 instead of #2522 rt now,southwestair can u get me on flt instead of rt now,0,1
279,neutral,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,virginamerica what be your policy on fly after surgery i be still wait for answer so i can tell me doctor,0,1
4435,negative,@SouthwestAir my wife and 9 month old might miss flight and next direct is 210 pm. Mother in law been on hold with customer support for 30,southwestair my wife and month old might miss flight and next direct be pm mother in law be on hold with customer support for,-1,0
8161,negative,"@JetBlue - Yes. Best case scenario I get my gear Late Flight Friday, early Saturday. Camp starts at 6AM tomorrow #toolittletooLate Flight",jetblue yes best case scenario i get my gear late flight friday early saturday camp start at be tomorrow toolittletoolate flight,-1,0
7325,negative,"@JetBlue 2nd time in a row a flight out of jfk a disaster. Last time I wasn't allowed to fly stndby, now a 2 hour delay w/out notification",jetblue nd time in a row a flight out of jfk a disaster last time i wasnt allow to fly stndby now a hour delay wout notification,-1,0
11517,negative,@USAirways Credit to my bank account for the two days of work that I've missed because of these Cancelled Flightlations.,usairways credit to my bank account for the two day of work that ive miss because of these cancel flightlations,-1,0
14228,negative,@AmericanAir is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?,americanair be flight dfw to gsp go to be cancel flightled tomorrow,-1,0
5277,positive,@SouthwestAir That's an awesome library.,southwestair thats an awesome library,1,2
641,neutral,@united please be good to me this weekend!,united please be good to me this weekend,0,1
3031,negative,@united or you'll Cancelled Flight my flight like you just did,united or youll cancel flight my flight like you just do,-1,0
1603,negative,"@united Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever.  #UnitedAirlines",united late flight and be huge step towards decline in service and your agent not all be as arrogant a ever unitedairlines,-1,0
10255,negative,@USAirways flight to Des Moines Cancelled Flightled. Unacceptable to be booked on flight on Tuesday because of work commitments. 2hrs on hold,usairways flight to des moines cancel flightled unacceptable to be book on flight on tuesday because of work commitment hrs on hold,-1,0
3528,negative,@united this happens all the time.  United pilots are always in the exit row.  America treats there customers better than their employees.,united this happen all the time united pilot be always in the exit row america treat there customer good than their employee,-1,0
1109,neutral,"@united Hi, Im flying SFO-LAX-SAL-CLO. My connecting time in LAX is 1h45m. Is it enough time? Do I have to collect my bag and recheck on AV?",united hi im fly sfolaxsalclo my connecting time in lax be hm be it enough time do i have to collect my bag and recheck on av,0,1
8191,negative,@jetblue we never received that $15 credit for inoperable tv's on our SFO &gt; JFK flight 2 weeks ago. never got an email...,jetblue we never receive that credit for inoperable tv on our sfo gt jfk flight week ago never get an email,-1,0
4352,positive,@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!,southwestair i manage to get sort out over the phone good luck deal with the snow in texas,1,2
13689,negative,@AmericanAir - Hanging up on customers with no chance for a callback is a failure of customer service. 1:30am EST and no one can answer? 2/2,americanair hang up on customer with no chance for a callback be a failure of customer service be est and no one can answer,-1,0
1057,negative,@united Flight UA1270 is descending into farce and we haven't left EWR yet. Is this going to get any worse?,united flight ua be descend into farce and we havent leave ewr yet be this go to get any bad,-1,0
